title,field,provider,closing_date,application_links,application_url,detail_page_url,source_page
"NamPower Bursary 2024 (for Namibian students)","International","NAMPOWER","31 October 2023","https://www.nampower.com.na/public/docs/bursaries/2024/FA_9683_NamPower_Bursary_Application_Form.pdf","https://www.nampower.com.na/public/docs/bursaries/2024/FA_9683_NamPower_Bursary_Application_Form.pdf","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/nampower-bursary-for-namibian-students/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/"
"Ruth Titilayo Secondary School Scholarship 2024 (for Nigerian students)","International","Ruth Titilayo Secondary School Scholarship 2024 (for Nigerian students)","31 October 2023","mailto:secondary.grants@ruthtitilayofoundation.org | https://www.ruthtitilayofoundation.org/scholarships/scholarship/64bea4a37942030062721e2c | https://www.ruthtitilayofoundation.org/auth/register | https://www.ruthtitilayofoundation.org/auth/signin | mailto: secondary.grants@ruthtitilayofoundation.org","https://www.ruthtitilayofoundation.org/scholarships/scholarship/64bea4a37942030062721e2c","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/ruth-titilayo-secondary-school-scholarship-for-nigerian-students/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/"
"Ruth Titilayo Technical &#038; Vocational Scholarship 2024 (for Nigerian students)","International","Ruth Titilayo Technical &#038; Vocational Scholarship 2024 (for Nigerian students)","31 October 2023","mailto:vocational.grants@ruthtitilayofoundation.org | https://www.ruthtitilayofoundation.org/scholarships/scholarship/64bea7327942030062721e52 | https://www.ruthtitilayofoundation.org/auth/register | https://www.ruthtitilayofoundation.org/auth/signin | mailto: vocational.grants@ruthtitilayofoundation.org","https://www.ruthtitilayofoundation.org/scholarships/scholarship/64bea7327942030062721e52","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/ruth-titilayo-technical-vocational-scholarship-for-nigerian-students/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/"
"Ruth Titilayo Undergraduate Scholarship 2024 (for Nigerian students)","International","Ruth Titilayo Undergraduate Scholarship 2024 (for Nigerian students)","31 October 2023","mailto:undergrad.grants@ruthtitilayofoundation.org | https://www.ruthtitilayofoundation.org/scholarships/scholarship/64bea3af7942030062721e15 | https://www.ruthtitilayofoundation.org/auth/register | https://www.ruthtitilayofoundation.org/auth/signin | mailto: undergrad.grants@ruthtitilayofoundation.org","https://www.ruthtitilayofoundation.org/scholarships/scholarship/64bea3af7942030062721e15","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/ruth-titilayo-undergraduate-scholarship-2024-for-nigerian-students/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/"
"Ruth Titilayo Postgraduate Scholarship 2024 (for Nigerian students)","International","Ruth Titilayo Postgraduate Scholarship 2024 (for Nigerian students)","31 October 2023","mailto:postgrad.grants@ruthtitilayofoundation.org | https://www.ruthtitilayofoundation.org/scholarships/scholarship/64bea6507942030062721e47 | https://www.ruthtitilayofoundation.org/auth/register | https://www.ruthtitilayofoundation.org/auth/signin | mailto: postgrad.grants@ruthtitilayofoundation.org","https://www.ruthtitilayofoundation.org/scholarships/scholarship/64bea6507942030062721e47","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/ruth-titilayo-postgraduate-scholarship-for-nigerian-students/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/"
"Gauteng Department of Health Bursary to Study Medicine in Cuba 2025","International","GAUTENG DEPARTMENT OF HEALTH","","https://healthbursaries.gauteng.gov.za/ | https://healthbursaries.gauteng.gov.za/RegisterUser/CriteriaForm.aspx | https://healthbursaries.gauteng.gov.za/Logins.aspx","https://healthbursaries.gauteng.gov.za/","https://www.zabursaries.co.za/government-bursaries-south-africa/gauteng-department-of-health-bursary-to-study-medicine-in-cuba/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/"
"Mpumalanga Department of Health Bursary to Study Medicine in Cuba 2024","International","MPUMALANGA DEPARTMENT OF HEALTH","10 May 2024","https://www.mpuhealth.gov.za/CUBAAPPLICATIONFORM.pdf","https://www.mpuhealth.gov.za/CUBAAPPLICATIONFORM.pdf","https://www.zabursaries.co.za/government-bursaries-south-africa/mpumalanga-department-of-health-bursary-to-study-medicine-in-cuba/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/"
"NAC South Africa International Bursary 2025","International","NATIONAL ARTS COUNCIL (NAC)","11 July 2025","https://nac.praxisgms.co.za/","https://nac.praxisgms.co.za/","https://www.zabursaries.co.za/music-and-performing-arts-bursaries-south-africa/national-arts-council-of-sa-bursary/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/"
"Ashinaga Africa Initiative (AAI) Leadership Programme 2024","International","Ashinaga Africa Initiative (AAI) Leadership Programme 2024","19 January 2024","https://ashinaga.smapply.net/acc/r/ | https://ashinaga.smapply.net/protected/r/FkmBTc_C-GJ6iD28zx8OmMjdxwM6qbz1XFuiwusn6ca4Lv2ysZMV1UqWpzKFLkxlN68V00hQE7cYsRjBFK5ZeA==/AAI_Applicant_Handbook_2024_EN.pdf","https://ashinaga.smapply.net/acc/r/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/ashinaga-africa-initiative-aai-leadership-programme/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/"
"Canon Collins Trust and University of London Scholarship for Distance Learning South Africa 2026","International; Law","Canon Collins Trust and University of London Scholarship for Distance Learning South Africa 2026","9 September 2025","https://canoncollins.org/scholarships/uol-llm-scholarships/ | https://canoncollins.ams3.digitaloceanspaces.com/media/2025/08/05112658/university_of_london_guidelines_for_applicants_.pdf","https://canoncollins.org/scholarships/uol-llm-scholarships/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/canon-collins-trust-and-university-of-london-scholarships-for-distance-learning/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/"
"Cecil Renaud International Scholarship 2026","International","Cecil Renaud International Scholarship 2026","30 September 2025","mailto:apply@cecilrenaud.co.za | mailto:RoshiniK@privatewealth.sanlam.co.za | mailto: apply@cecilrenaud.co.za | mailto: RoshiniK@privatewealth.sanlam.co.za","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/cecil-renaud-overseas-scholarship-for-postgraduate-studies-in-the-uk/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/cecil-renaud-overseas-scholarship-for-postgraduate-studies-in-the-uk/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/"
"Gates Cambridge International Scholarship 2023","International","Gates Cambridge International Scholarship 2023","1 December 2022","https://www.postgraduate.study.cam.ac.uk/ | https://www.gatescambridge.org/apply/how-to-apply/","https://www.postgraduate.study.cam.ac.uk/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/gates-cambridge-international-scholarship/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/"
